filename,audio_path,transcript,region,category_id,speaker_id,gender
sentence_01.wav,dataset/chunks/barishal/bar_cate_01/sentence_01.wav,আপনি কোথা থেকে এসেছেন?,barishal,cate_01,SPK_01,Male
sentence_02.wav,dataset/chunks/barishal/bar_cate_01/sentence_02.wav,আপনার নাম কী?,barishal,cate_01,SPK_01,Male
sentence_03.wav,dataset/chunks/barishal/bar_cate_01/sentence_03.wav,আমার নাম জন।,barishal,cate_01,SPK_01,Male
sentence_04.wav,dataset/chunks/barishal/bar_cate_01/sentence_04.wav,আপনার সাথে পরিচিত হয়ে ভালো লাগলো।,barishal,cate_01,SPK_01,Male
sentence_05.wav,dataset/chunks/barishal/bar_cate_01/sentence_05.wav,আমি এই এলাকায় নতুন।,barishal,cate_01,SPK_01,Male
sentence_06.wav,dataset/chunks/barishal/bar_cate_01/sentence_06.wav,আপনি কি এখানে থাকেন?,barishal,cate_01,SPK_01,Male
sentence_07.wav,dataset/chunks/barishal/bar_cate_01/sentence_07.wav,আপনি কি প্রথমবার এখানে এসেছেন?,barishal,cate_01,SPK_01,Male
sentence_08.wav,dataset/chunks/barishal/bar_cate_01/sentence_08.wav,আমি বাংলাদেশে ভ্রমণে এসেছি।,barishal,cate_01,SPK_01,Male
sentence_09.wav,dataset/chunks/barishal/bar_cate_01/sentence_09.wav,আপনি কী করেন?,barishal,cate_01,SPK_01,Male
sentence_10.wav,dataset/chunks/barishal/bar_cate_01/sentence_10.wav,আমি একজন ছাত্র।,barishal,cate_01,SPK_01,Male
sentence_11.wav,dataset/chunks/barishal/bar_cate_01/sentence_11.wav,আপনার বাড়ি কোথায়?,barishal,cate_01,SPK_01,Male
sentence_12.wav,dataset/chunks/barishal/bar_cate_01/sentence_12.wav,আপনি কেমন আছেন?,barishal,cate_01,SPK_01,Male
sentence_13.wav,dataset/chunks/barishal/bar_cate_01/sentence_13.wav,আমি ভালো আছি।,barishal,cate_01,SPK_01,Male
sentence_14.wav,dataset/chunks/barishal/bar_cate_01/sentence_14.wav,অনেক দিন পর দেখা হলো।,barishal,cate_01,SPK_01,Male
sentence_15.wav,dataset/chunks/barishal/bar_cate_01/sentence_15.wav,আপনাকে আবার দেখে ভালো লাগছে।,barishal,cate_01,SPK_01,Male
sentence_16.wav,dataset/chunks/barishal/bar_cate_01/sentence_16.wav,আপনি কি আমাকে সাহায্য করতে পারবেন?,barishal,cate_01,SPK_01,Male
sentence_17.wav,dataset/chunks/barishal/bar_cate_01/sentence_17.wav,আপনার সাথে কথা বলে ভালো লাগছে।,barishal,cate_01,SPK_01,Male
sentence_18.wav,dataset/chunks/barishal/bar_cate_01/sentence_18.wav,আমি এখানে কাজের জন্য এসেছি।,barishal,cate_01,SPK_01,Male
sentence_19.wav,dataset/chunks/barishal/bar_cate_01/sentence_19.wav,আপনি কোন দেশ থেকে এসেছেন?,barishal,cate_01,SPK_01,Male
sentence_20.wav,dataset/chunks/barishal/bar_cate_01/sentence_20.wav,আমি ইংরেজি বলতে পারি।,barishal,cate_01,SPK_01,Male
sentence_21.wav,dataset/chunks/barishal/bar_cate_01/sentence_21.wav,আপনি কি বাংলা বলতে পারেন?,barishal,cate_01,SPK_01,Male
sentence_22.wav,dataset/chunks/barishal/bar_cate_01/sentence_22.wav,আমি বাংলা শিখছি।,barishal,cate_01,SPK_01,Male
sentence_23.wav,dataset/chunks/barishal/bar_cate_01/sentence_23.wav,ধন্যবাদ আপনাকে।,barishal,cate_01,SPK_01,Male
sentence_24.wav,dataset/chunks/barishal/bar_cate_01/sentence_24.wav,আপনাকে স্বাগতম।,barishal,cate_01,SPK_01,Male
sentence_25.wav,dataset/chunks/barishal/bar_cate_01/sentence_25.wav,আপনার বয়স কত?,barishal,cate_01,SPK_01,Male
sentence_26.wav,dataset/chunks/barishal/bar_cate_01/sentence_26.wav,আমি এখানে পড়াশোনা করছি।,barishal,cate_01,SPK_01,Male
sentence_27.wav,dataset/chunks/barishal/bar_cate_01/sentence_27.wav,আমি এই শহরটি পছন্দ করি।,barishal,cate_01,SPK_01,Male
sentence_28.wav,dataset/chunks/barishal/bar_cate_01/sentence_28.wav,আপনার পরিবার কেমন আছে?,barishal,cate_01,SPK_01,Male
sentence_29.wav,dataset/chunks/barishal/bar_cate_01/sentence_29.wav,আপনার সাথে দেখা করতে পেরে আনন্দিত।,barishal,cate_01,SPK_01,Male
sentence_30.wav,dataset/chunks/barishal/bar_cate_01/sentence_30.wav,আপনি কি এখানে দীর্ঘদিন থাকবেন?,barishal,cate_01,SPK_01,Male
sentence_31.wav,dataset/chunks/barishal/bar_cate_01/sentence_31.wav,আমি কয়েকদিনের জন্য এসেছি।,barishal,cate_01,SPK_01,Male
sentence_32.wav,dataset/chunks/barishal/bar_cate_01/sentence_32.wav,আপনার সাথে যোগাযোগ রাখতে চাই।,barishal,cate_01,SPK_01,Male
sentence_33.wav,dataset/chunks/barishal/bar_cate_01/sentence_33.wav,এটা আমার প্রথম সফর।,barishal,cate_01,SPK_01,Male
sentence_34.wav,dataset/chunks/barishal/bar_cate_01/sentence_34.wav,আমি আপনার দেশ সম্পর্কে জানতে চাই।,barishal,cate_01,SPK_01,Male
sentence_35.wav,dataset/chunks/barishal/bar_cate_01/sentence_35.wav,আপনি কোথায় কাজ করেন?,barishal,cate_01,SPK_01,Male
sentence_36.wav,dataset/chunks/barishal/bar_cate_01/sentence_36.wav,আপনার ফোন নম্বর দিতে পারেন?,barishal,cate_01,SPK_01,Male
sentence_37.wav,dataset/chunks/barishal/bar_cate_01/sentence_37.wav,আমি আপনার সাথে পরে কথা বলবো।,barishal,cate_01,SPK_01,Male
sentence_38.wav,dataset/chunks/barishal/bar_cate_01/sentence_38.wav,আপনাকে দেখে ভালো লাগলো।,barishal,cate_01,SPK_01,Male
sentence_39.wav,dataset/chunks/barishal/bar_cate_01/sentence_39.wav,আপনি কি এখানে একা এসেছেন?,barishal,cate_01,SPK_01,Male
sentence_40.wav,dataset/chunks/barishal/bar_cate_01/sentence_40.wav,আমি আমার বন্ধুর সাথে এসেছি।,barishal,cate_01,SPK_01,Male
sentence_41.wav,dataset/chunks/barishal/bar_cate_01/sentence_41.wav,আপনার পেশা কী?,barishal,cate_01,SPK_01,Male
sentence_42.wav,dataset/chunks/barishal/bar_cate_01/sentence_42.wav,আমি একজন শিক্ষক।,barishal,cate_01,SPK_01,Male
sentence_43.wav,dataset/chunks/barishal/bar_cate_01/sentence_43.wav,আপনার সাথে কাজ করতে চাই।,barishal,cate_01,SPK_01,Male
sentence_44.wav,dataset/chunks/barishal/bar_cate_01/sentence_44.wav,আজকে আবহাওয়া সুন্দর।,barishal,cate_01,SPK_01,Male
sentence_45.wav,dataset/chunks/barishal/bar_cate_01/sentence_45.wav,আপনি কি এখানে থাকেন নাকি ভ্রমণে এসেছেন?,barishal,cate_01,SPK_01,Male
sentence_46.wav,dataset/chunks/barishal/bar_cate_01/sentence_46.wav,আমি এই জায়গাটি প্রথমবার দেখছি।,barishal,cate_01,SPK_01,Male
sentence_47.wav,dataset/chunks/barishal/bar_cate_01/sentence_47.wav,আপনার সাথে পরিচয় হওয়া আমার জন্য সম্মানের।,barishal,cate_01,SPK_01,Male
sentence_48.wav,dataset/chunks/barishal/bar_cate_01/sentence_48.wav,আপনি কোন ভাষায় কথা বলেন?,barishal,cate_01,SPK_01,Male
sentence_49.wav,dataset/chunks/barishal/bar_cate_01/sentence_49.wav,আমি আপনার কাছ থেকে শিখতে চাই।,barishal,cate_01,SPK_01,Male
sentence_50.wav,dataset/chunks/barishal/bar_cate_01/sentence_50.wav,আমি খুব আনন্দিত।,barishal,cate_01,SPK_01,Male
sentence_51.wav,dataset/chunks/barishal/bar_cate_01/sentence_51.wav,আপনার দিনটি কেমন কাটছে?,barishal,cate_01,SPK_01,Male
sentence_52.wav,dataset/chunks/barishal/bar_cate_01/sentence_52.wav,আমি একটু দেরি করেছি।,barishal,cate_01,SPK_01,Male
sentence_53.wav,dataset/chunks/barishal/bar_cate_01/sentence_53.wav,আপনাকে অপেক্ষা করানোর জন্য দুঃখিত।,barishal,cate_01,SPK_01,Male
sentence_54.wav,dataset/chunks/barishal/bar_cate_01/sentence_54.wav,আপনার সাথে আবার দেখা হবে আশা করি।,barishal,cate_01,SPK_01,Male
sentence_55.wav,dataset/chunks/barishal/bar_cate_01/sentence_55.wav,আপনি কি কাছাকাছি থাকেন?,barishal,cate_01,SPK_01,Male
sentence_56.wav,dataset/chunks/barishal/bar_cate_01/sentence_56.wav,আমি আপনার সাহায্যের জন্য কৃতজ্ঞ।,barishal,cate_01,SPK_01,Male
sentence_57.wav,dataset/chunks/barishal/bar_cate_01/sentence_57.wav,আপনাকে শুভেচ্ছা জানাই।,barishal,cate_01,SPK_01,Male
sentence_58.wav,dataset/chunks/barishal/bar_cate_01/sentence_58.wav,আপনার দিনটি শুভ হোক।,barishal,cate_01,SPK_01,Male
sentence_59.wav,dataset/chunks/barishal/bar_cate_01/sentence_59.wav,আপনার সাথে কথা বলা আনন্দের ছিল।,barishal,cate_01,SPK_01,Male
sentence_60.wav,dataset/chunks/barishal/bar_cate_01/sentence_60.wav,আমি আপনাকে সম্মান করি।,barishal,cate_01,SPK_01,Male
sentence_61.wav,dataset/chunks/barishal/bar_cate_01/sentence_61.wav,আমি এখানে কাজ শুরু করেছি।,barishal,cate_01,SPK_01,Male
sentence_62.wav,dataset/chunks/barishal/bar_cate_01/sentence_62.wav,আপনি কখন এসেছেন?,barishal,cate_01,SPK_01,Male
sentence_63.wav,dataset/chunks/barishal/bar_cate_01/sentence_63.wav,আমি গতকাল এসেছি।,barishal,cate_01,SPK_01,Male
sentence_64.wav,dataset/chunks/barishal/bar_cate_01/sentence_64.wav,আপনি কতদিন থাকবেন?,barishal,cate_01,SPK_01,Male
sentence_65.wav,dataset/chunks/barishal/bar_cate_01/sentence_65.wav,আমি এক সপ্তাহ থাকবো।,barishal,cate_01,SPK_01,Male
sentence_66.wav,dataset/chunks/barishal/bar_cate_01/sentence_66.wav,আপনার সাথে বন্ধুত্ব করতে চাই।,barishal,cate_01,SPK_01,Male
sentence_67.wav,dataset/chunks/barishal/bar_cate_01/sentence_67.wav,আপনি খুব ভদ্র মানুষ।,barishal,cate_01,SPK_01,Male
sentence_68.wav,dataset/chunks/barishal/bar_cate_01/sentence_68.wav,আমি আপনাকে ধন্যবাদ জানাই।,barishal,cate_01,SPK_01,Male
sentence_69.wav,dataset/chunks/barishal/bar_cate_01/sentence_69.wav,আপনার সাথে দেখা হওয়া সৌভাগ্যের।,barishal,cate_01,SPK_01,Male
sentence_70.wav,dataset/chunks/barishal/bar_cate_01/sentence_70.wav,আমি আপনার সাথে আবার যোগাযোগ করবো।,barishal,cate_01,SPK_01,Male
sentence_01.wav,dataset/chunks/barishal/bar_cate_02/sentence_01.wav,বাস স্ট্যান্ড কোথায়?,barishal,cate_02,SPK_01,Male
sentence_02.wav,dataset/chunks/barishal/bar_cate_02/sentence_02.wav,এই রাস্তাটি কোথায় যায়?,barishal,cate_02,SPK_01,Male
sentence_03.wav,dataset/chunks/barishal/bar_cate_02/sentence_03.wav,রেলওয়ে স্টেশন কত দূরে?,barishal,cate_02,SPK_01,Male
sentence_04.wav,dataset/chunks/barishal/bar_cate_02/sentence_04.wav,বিমানবন্দর যাওয়ার রাস্তা কোনটি?,barishal,cate_02,SPK_01,Male
sentence_05.wav,dataset/chunks/barishal/bar_cate_02/sentence_05.wav,বাজারে যেতে কোন বাসে উঠবো?,barishal,cate_02,SPK_01,Male
sentence_06.wav,dataset/chunks/barishal/bar_cate_02/sentence_06.wav,এই বাস কি ঢাকায় যাবে?,barishal,cate_02,SPK_01,Male
sentence_07.wav,dataset/chunks/barishal/bar_cate_02/sentence_07.wav,ভাড়া কত?,barishal,cate_02,SPK_01,Male
sentence_08.wav,dataset/chunks/barishal/bar_cate_02/sentence_08.wav,রিকশার ভাড়া কত নেবেন?,barishal,cate_02,SPK_01,Male
sentence_09.wav,dataset/chunks/barishal/bar_cate_02/sentence_09.wav,আমাকে হাসপাতালে নিয়ে চলুন।,barishal,cate_02,SPK_01,Male
sentence_10.wav,dataset/chunks/barishal/bar_cate_02/sentence_10.wav,এই ট্রেন কখন ছাড়বে?,barishal,cate_02,SPK_01,Male
sentence_11.wav,dataset/chunks/barishal/bar_cate_02/sentence_11.wav,ট্রেন কত নম্বর প্ল্যাটফর্মে আসবে?,barishal,cate_02,SPK_01,Male
sentence_12.wav,dataset/chunks/barishal/bar_cate_02/sentence_12.wav,এখানে কি টিকিট কাউন্টার আছে?,barishal,cate_02,SPK_01,Male
sentence_13.wav,dataset/chunks/barishal/bar_cate_02/sentence_13.wav,"এক টিকিট দিন, চট্টগ্রামের জন্য।",barishal,cate_02,SPK_01,Male
sentence_14.wav,dataset/chunks/barishal/bar_cate_02/sentence_14.wav,বাস কখন ছাড়বে?,barishal,cate_02,SPK_01,Male
sentence_15.wav,dataset/chunks/barishal/bar_cate_02/sentence_15.wav,এই রাস্তায় কি যানজট হয়?,barishal,cate_02,SPK_01,Male
sentence_16.wav,dataset/chunks/barishal/bar_cate_02/sentence_16.wav,সোজা গেলে কি ব্যাংক পাবো?,barishal,cate_02,SPK_01,Male
sentence_17.wav,dataset/chunks/barishal/bar_cate_02/sentence_17.wav,ডানদিকে গেলে কি হাসপাতাল?,barishal,cate_02,SPK_01,Male
sentence_18.wav,dataset/chunks/barishal/bar_cate_02/sentence_18.wav,বামদিকে মোড় নিন।,barishal,cate_02,SPK_01,Male
sentence_19.wav,dataset/chunks/barishal/bar_cate_02/sentence_19.wav,সোজা এগিয়ে যান।,barishal,cate_02,SPK_01,Male
sentence_20.wav,dataset/chunks/barishal/bar_cate_02/sentence_20.wav,এই জায়গাটা কত দূরে?,barishal,cate_02,SPK_01,Male
sentence_21.wav,dataset/chunks/barishal/bar_cate_02/sentence_21.wav,হাঁটলে কত সময় লাগবে?,barishal,cate_02,SPK_01,Male
sentence_22.wav,dataset/chunks/barishal/bar_cate_02/sentence_22.wav,গাড়ি পাওয়া যাবে কোথায়?,barishal,cate_02,SPK_01,Male
sentence_23.wav,dataset/chunks/barishal/bar_cate_02/sentence_23.wav,এখানে কি উবার পাওয়া যায়?,barishal,cate_02,SPK_01,Male
sentence_24.wav,dataset/chunks/barishal/bar_cate_02/sentence_24.wav,আপনি কি আমাকে পথ দেখাতে পারবেন?,barishal,cate_02,SPK_01,Male
sentence_25.wav,dataset/chunks/barishal/bar_cate_02/sentence_25.wav,এই রাস্তা কি নিরাপদ?,barishal,cate_02,SPK_01,Male
sentence_26.wav,dataset/chunks/barishal/bar_cate_02/sentence_26.wav,এখানে কি পার্কিং আছে?,barishal,cate_02,SPK_01,Male
sentence_27.wav,dataset/chunks/barishal/bar_cate_02/sentence_27.wav,গাড়ি রাখার জায়গা কোথায়?,barishal,cate_02,SPK_01,Male
sentence_28.wav,dataset/chunks/barishal/bar_cate_02/sentence_28.wav,এই ট্রেন কি সময়মতো আসবে?,barishal,cate_02,SPK_01,Male
sentence_29.wav,dataset/chunks/barishal/bar_cate_02/sentence_29.wav,বাসে কি সিট খালি আছে?,barishal,cate_02,SPK_01,Male
sentence_30.wav,dataset/chunks/barishal/bar_cate_02/sentence_30.wav,এই বাস কি সরাসরি যাবে?,barishal,cate_02,SPK_01,Male
sentence_31.wav,dataset/chunks/barishal/bar_cate_02/sentence_31.wav,মাঝপথে কি নামতে পারবো?,barishal,cate_02,SPK_01,Male
sentence_32.wav,dataset/chunks/barishal/bar_cate_02/sentence_32.wav,আমাকে পরের স্টপে নামিয়ে দিন।,barishal,cate_02,SPK_01,Male
sentence_33.wav,dataset/chunks/barishal/bar_cate_02/sentence_33.wav,এই রাস্তা কি শর্টকাট?,barishal,cate_02,SPK_01,Male
sentence_34.wav,dataset/chunks/barishal/bar_cate_02/sentence_34.wav,এখানে কি ট্যাক্সি স্ট্যান্ড আছে?,barishal,cate_02,SPK_01,Male
sentence_35.wav,dataset/chunks/barishal/bar_cate_02/sentence_35.wav,গন্তব্যে পৌঁছাতে কত সময় লাগবে?,barishal,cate_02,SPK_01,Male
sentence_36.wav,dataset/chunks/barishal/bar_cate_02/sentence_36.wav,রিকশা কি পাওয়া যাবে?,barishal,cate_02,SPK_01,Male
sentence_37.wav,dataset/chunks/barishal/bar_cate_02/sentence_37.wav,ট্রেন কি দেরি করছে?,barishal,cate_02,SPK_01,Male
sentence_38.wav,dataset/chunks/barishal/bar_cate_02/sentence_38.wav,এই বাস কোথায় থামে?,barishal,cate_02,SPK_01,Male
sentence_39.wav,dataset/chunks/barishal/bar_cate_02/sentence_39.wav,আপনারা কি রাতের বাস চালান?,barishal,cate_02,SPK_01,Male
sentence_40.wav,dataset/chunks/barishal/bar_cate_02/sentence_40.wav,শেষ বাস কখন?,barishal,cate_02,SPK_01,Male
sentence_41.wav,dataset/chunks/barishal/bar_cate_02/sentence_41.wav,এই রাস্তা কি বন্ধ?,barishal,cate_02,SPK_01,Male
sentence_42.wav,dataset/chunks/barishal/bar_cate_02/sentence_42.wav,বিকল্প রাস্তা কোনটি?,barishal,cate_02,SPK_01,Male
sentence_43.wav,dataset/chunks/barishal/bar_cate_02/sentence_43.wav,এখানে কি সিগন্যাল আছে?,barishal,cate_02,SPK_01,Male
sentence_44.wav,dataset/chunks/barishal/bar_cate_02/sentence_44.wav,রাস্তা কি মেরামত হচ্ছে?,barishal,cate_02,SPK_01,Male
sentence_45.wav,dataset/chunks/barishal/bar_cate_02/sentence_45.wav,আমাকে বিশ্ববিদ্যালয়ে যেতে হবে।,barishal,cate_02,SPK_01,Male
sentence_46.wav,dataset/chunks/barishal/bar_cate_02/sentence_46.wav,বিশ্ববিদ্যালয়ের বাস কোথা থেকে ছাড়ে?,barishal,cate_02,SPK_01,Male
sentence_47.wav,dataset/chunks/barishal/bar_cate_02/sentence_47.wav,টিকিটের দাম কত?,barishal,cate_02,SPK_01,Male
sentence_48.wav,dataset/chunks/barishal/bar_cate_02/sentence_48.wav,এখানে কি মেট্রো স্টেশন আছে?,barishal,cate_02,SPK_01,Male
sentence_49.wav,dataset/chunks/barishal/bar_cate_02/sentence_49.wav,মেট্রো কখন ছাড়ে?,barishal,cate_02,SPK_01,Male
sentence_50.wav,dataset/chunks/barishal/bar_cate_02/sentence_50.wav,এই রাস্তা কি প্রধান সড়ক?,barishal,cate_02,SPK_01,Male
sentence_51.wav,dataset/chunks/barishal/bar_cate_02/sentence_51.wav,আমাকে থানায় যেতে হবে।,barishal,cate_02,SPK_01,Male
sentence_52.wav,dataset/chunks/barishal/bar_cate_02/sentence_52.wav,পুলিশ স্টেশন কোথায়?,barishal,cate_02,SPK_01,Male
sentence_53.wav,dataset/chunks/barishal/bar_cate_02/sentence_53.wav,এই এলাকায় কি বাস চলে?,barishal,cate_02,SPK_01,Male
sentence_54.wav,dataset/chunks/barishal/bar_cate_02/sentence_54.wav,এখানে কি সিএনজি পাওয়া যায়?,barishal,cate_02,SPK_01,Male
sentence_55.wav,dataset/chunks/barishal/bar_cate_02/sentence_55.wav,আমাকে দ্রুত পৌঁছাতে হবে।,barishal,cate_02,SPK_01,Male
sentence_56.wav,dataset/chunks/barishal/bar_cate_02/sentence_56.wav,এখানে কি ফেরি ঘাট আছে?,barishal,cate_02,SPK_01,Male
sentence_57.wav,dataset/chunks/barishal/bar_cate_02/sentence_57.wav,ফেরি কখন ছাড়বে?,barishal,cate_02,SPK_01,Male
sentence_58.wav,dataset/chunks/barishal/bar_cate_02/sentence_58.wav,নদী পার হতে কত সময় লাগবে?,barishal,cate_02,SPK_01,Male
sentence_59.wav,dataset/chunks/barishal/bar_cate_02/sentence_59.wav,এই ট্রেন কি এক্সপ্রেস?,barishal,cate_02,SPK_01,Male
sentence_60.wav,dataset/chunks/barishal/bar_cate_02/sentence_60.wav,এখানে কি বাস বদলাতে হবে?,barishal,cate_02,SPK_01,Male
sentence_61.wav,dataset/chunks/barishal/bar_cate_02/sentence_61.wav,এই বাস কি এয়ারকন্ডিশন্ড?,barishal,cate_02,SPK_01,Male
sentence_62.wav,dataset/chunks/barishal/bar_cate_02/sentence_62.wav,রাস্তায় কি টোল দিতে হয়?,barishal,cate_02,SPK_01,Male
sentence_63.wav,dataset/chunks/barishal/bar_cate_02/sentence_63.wav,টোল কত?,barishal,cate_02,SPK_01,Male
sentence_64.wav,dataset/chunks/barishal/bar_cate_02/sentence_64.wav,এখানে কি রাস্তা নিরাপদ রাতে?,barishal,cate_02,SPK_01,Male
sentence_65.wav,dataset/chunks/barishal/bar_cate_02/sentence_65.wav,আমি পথ হারিয়ে ফেলেছি।,barishal,cate_02,SPK_01,Male
sentence_66.wav,dataset/chunks/barishal/bar_cate_02/sentence_66.wav,আমাকে মানচিত্র দেখাতে পারবেন?,barishal,cate_02,SPK_01,Male
sentence_67.wav,dataset/chunks/barishal/bar_cate_02/sentence_67.wav,কাছাকাছি কোন হোটেল আছে?,barishal,cate_02,SPK_01,Male
sentence_68.wav,dataset/chunks/barishal/bar_cate_02/sentence_68.wav,এই এলাকা কি শহরের ভেতরে?,barishal,cate_02,SPK_01,Male
sentence_69.wav,dataset/chunks/barishal/bar_cate_02/sentence_69.wav,এখানে কি ট্রাফিক বেশি?,barishal,cate_02,SPK_01,Male
sentence_70.wav,dataset/chunks/barishal/bar_cate_02/sentence_70.wav,আমাকে সঠিক দিকটি বলুন।,barishal,cate_02,SPK_01,Male
sentence_01.wav,dataset/chunks/barishal/bar_cate_03/sentence_01.wav,এই জিনিসটির দাম কত?,barishal,cate_03,SPK_07,Male
sentence_02.wav,dataset/chunks/barishal/bar_cate_03/sentence_02.wav,দাম একটু কম হবে?,barishal,cate_03,SPK_07,Male
sentence_03.wav,dataset/chunks/barishal/bar_cate_03/sentence_03.wav,এক কেজি চাল দিন।,barishal,cate_03,SPK_07,Male
sentence_04.wav,dataset/chunks/barishal/bar_cate_03/sentence_04.wav,আধা কেজি চিনি দিন।,barishal,cate_03,SPK_07,Male
sentence_05.wav,dataset/chunks/barishal/bar_cate_03/sentence_05.wav,এটা কি দেশি পণ্য?,barishal,cate_03,SPK_07,Male
sentence_06.wav,dataset/chunks/barishal/bar_cate_03/sentence_06.wav,এটা কি বিদেশি পণ্য?,barishal,cate_03,SPK_07,Male
sentence_07.wav,dataset/chunks/barishal/bar_cate_03/sentence_07.wav,একটু ভালো মানের দেখান।,barishal,cate_03,SPK_07,Male
sentence_08.wav,dataset/chunks/barishal/bar_cate_03/sentence_08.wav,এর থেকে সস্তা কিছু আছে?,barishal,cate_03,SPK_07,Male
sentence_09.wav,dataset/chunks/barishal/bar_cate_03/sentence_09.wav,এটা খুব দামী।,barishal,cate_03,SPK_07,Male
